Date,1 Month Treasury Bill,3 Month Treasury Bill,6 Month Treasury Bill,1 Year Treasury Bill,2 Year Treasury Bill,,
6/5/14,0.03,0.04,0.06,0.1,0.4,,
6/6/14,0.02,0.04,0.06,0.11,0.41,,
6/9/14,0.03,0.04,0.06,0.11,0.43,,
6/10/14,0.04,0.04,0.06,0.11,0.45,,
6/11/14,0.03,0.04,0.06,0.11,0.44,,
6/12/14,0.02,0.04,0.07,0.1,0.42,,
6/13/14,0.02,0.04,0.07,0.11,0.45,,
6/16/14,0.03,0.04,0.07,0.11,0.49,,
6/17/14,0.03,0.04,0.07,0.11,0.51,,
6/18/14,0.03,0.03,0.06,0.1,0.48,,
6/19/14,0.01,0.02,0.05,0.09,0.48,,
6/20/14,0.01,0.02,0.04,0.09,0.5,,
6/23/14,0.02,0.03,0.06,0.1,0.48,,
6/24/14,0.01,0.03,0.06,0.12,0.49,,
6/25/14,0.01,0.03,0.05,0.11,0.48,,
6/26/14,0.01,0.04,0.06,0.11,0.46,,
6/27/14,0.02,0.03,0.06,0.1,0.45,,
6/30/14,0.02,0.04,0.07,0.11,0.47,,
7/1/14,0.03,0.02,0.06,0.11,0.47,,
7/2/14,0.02,0.02,0.06,0.12,0.49,,
7/3/14,0.01,0.01,0.06,0.11,0.52,,
7/4/14,.,.,.,.,.,,
7/7/14,0.02,0.04,0.06,0.12,0.52,,
7/8/14,0.02,0.03,0.06,0.11,0.51,,
7/9/14,0.03,0.03,0.06,0.11,0.51,,
7/10/14,0.02,0.02,0.06,0.1,0.46,,
7/11/14,0.02,0.02,0.07,0.11,0.48,,
7/14/14,0.02,0.03,0.06,0.11,0.48,,
7/15/14,0.02,0.02,0.06,0.11,0.49,,
7/16/14,0.02,0.02,0.06,0.11,0.5,,
7/17/14,0.02,0.02,0.06,0.1,0.47,,
7/18/14,0.03,0.02,0.05,0.1,0.51,,
7/21/14,0.02,0.03,0.06,0.11,0.51,,
7/22/14,0.03,0.03,0.07,0.11,0.49,,
7/23/14,0.03,0.03,0.05,0.11,0.5,,
7/24/14,0.04,0.03,0.06,0.11,0.53,,
7/25/14,0.03,0.03,0.06,0.11,0.53,,
7/28/14,0.03,0.04,0.06,0.11,0.54,,
7/29/14,0.03,0.02,0.06,0.12,0.54,,
7/30/14,0.03,0.04,0.06,0.13,0.56,,
7/31/14,0.01,0.03,0.05,0.12,0.53,,
8/1/14,0.01,0.03,0.05,0.13,0.47,,
8/4/14,0.02,0.04,0.06,0.12,0.47,,
8/5/14,0.03,0.03,0.05,0.12,0.47,,
8/6/14,0.03,0.03,0.05,0.11,0.48,,
8/7/14,0.03,0.03,0.04,0.11,0.44,,
8/8/14,0.03,0.03,0.05,0.1,0.45,,
8/11/14,0.03,0.04,0.05,0.1,0.47,,
8/12/14,0.05,0.03,0.05,0.1,0.45,,
8/13/14,0.04,0.04,0.06,0.1,0.43,,
8/14/14,0.04,0.04,0.06,0.1,0.42,,
8/15/14,0.03,0.03,0.05,0.09,0.42,,
8/18/14,0.02,0.03,0.05,0.1,0.44,,
8/19/14,0.04,0.03,0.05,0.11,0.46,,
8/20/14,0.04,0.04,0.06,0.12,0.49,,
8/21/14,0.03,0.02,0.06,0.1,0.49,,
8/22/14,0.04,0.03,0.06,0.1,0.53,,
8/25/14,0.02,0.04,0.05,0.11,0.53,,
8/26/14,0.04,0.03,0.05,0.12,0.52,,
8/27/14,0.02,0.04,0.05,0.11,0.51,,
8/28/14,0.02,0.03,0.05,0.11,0.5,,
8/29/14,0.02,0.03,0.05,0.09,0.48,,
9/1/14,.,.,.,.,.,,
9/2/14,0.02,0.03,0.05,0.1,0.53,,
9/3/14,0.02,0.03,0.05,0.11,0.52,,
9/4/14,0.02,0.03,0.05,0.1,0.54,,
9/5/14,0.02,0.03,0.05,0.1,0.52,,
9/8/14,0.01,0.02,0.05,0.1,0.54,,
9/9/14,0.01,0.02,0.05,0.11,0.56,,
9/10/14,0.01,0.02,0.05,0.11,0.58,,
9/11/14,0.01,0.02,0.05,0.11,0.58,,
9/12/14,0.01,0.02,0.05,0.11,0.58,,
9/15/14,0.01,0.02,0.05,0.11,0.58,,
9/16/14,0.01,0.02,0.04,0.13,0.55,,
9/17/14,0.01,0.02,0.05,0.12,0.59,,
9/18/14,0.01,0.02,0.04,0.12,0.59,,
9/19/14,0.01,0.02,0.04,0.11,0.59,,
9/22/14,0,0.01,0.04,0.1,0.58,,
9/23/14,0.01,0.01,0.04,0.1,0.57,,
9/24/14,0.01,0.02,0.03,0.11,0.59,,
9/25/14,0,0.01,0.03,0.1,0.56,,
9/26/14,0.01,0.01,0.03,0.11,0.59,,
9/29/14,0.01,0.02,0.05,0.11,0.58,,
9/30/14,0.02,0.02,0.03,0.13,0.58,,
10/1/14,0.01,0.02,0.04,0.1,0.53,,
10/2/14,0.01,0.01,0.03,0.1,0.53,,
10/3/14,0.01,0.01,0.03,0.11,0.57,,
10/6/14,0.01,0.02,0.05,0.11,0.54,,
10/7/14,0.02,0.02,0.04,0.1,0.52,,
10/8/14,0.01,0.01,0.05,0.1,0.46,,
10/9/14,0.02,0.01,0.05,0.1,0.46,,
10/10/14,0.02,0.01,0.04,0.1,0.45,,
10/13/14,.,.,.,.,.,,
10/14/14,0.03,0.02,0.04,0.09,0.39,,
10/15/14,0.02,0.02,0.05,0.1,0.34,,
10/16/14,0.04,0.03,0.05,0.1,0.35,,
10/17/14,0.03,0.02,0.05,0.11,0.39,,
10/20/14,0.03,0.02,0.06,0.1,0.37,,
10/21/14,0.04,0.02,0.06,0.1,0.38,,
10/22/14,0.04,0.02,0.06,0.11,0.41,,
10/23/14,0.02,0.01,0.06,0.11,0.41,,
10/24/14,0.02,0.01,0.06,0.11,0.41,,
10/27/14,0.03,0.02,0.06,0.11,0.41,,
10/28/14,0.02,0.02,0.05,0.11,0.42,,
10/29/14,0.01,0.03,0.07,0.11,0.48,,
10/30/14,0.01,0.01,0.06,0.11,0.48,,
10/31/14,0.01,0.01,0.05,0.11,0.5,,
11/3/14,0.03,0.02,0.07,0.12,0.52,,
11/4/14,0.04,0.03,0.06,0.11,0.52,,
11/5/14,0.04,0.03,0.07,0.11,0.52,,
11/6/14,0.04,0.03,0.06,0.12,0.54,,
11/7/14,0.04,0.03,0.06,0.12,0.51,,
11/10/14,0.04,0.02,0.07,0.13,0.55,,
11/11/14,.,.,.,.,.,,
11/12/14,0.05,0.02,0.07,0.14,0.55,,
11/13/14,0.05,0.02,0.08,0.15,0.53,,
11/14/14,0.04,0.02,0.07,0.15,0.54,,
11/17/14,0.02,0.03,0.07,0.15,0.54,,
11/18/14,0.04,0.02,0.07,0.14,0.53,,
11/19/14,0.04,0.01,0.07,0.15,0.54,,
11/20/14,0.04,0.02,0.07,0.14,0.53,,
11/21/14,0.04,0.01,0.07,0.14,0.53,,
11/24/14,0.04,0.02,0.08,0.14,0.53,,
11/25/14,0.06,0.02,0.07,0.14,0.51,,
11/26/14,0.06,0.02,0.07,0.14,0.53,,
11/27/14,.,.,.,.,.,,
11/28/14,0.04,0.02,0.07,0.13,0.47,,
12/1/14,0.01,0.03,0.08,0.13,0.49,,
12/2/14,0.04,0.03,0.08,0.14,0.55,,
12/3/14,0.03,0.01,0.07,0.15,0.57,,
12/4/14,0.03,0.02,0.08,0.14,0.55,,
12/5/14,0.02,0.02,0.08,0.18,0.65,,
12/8/14,0.03,0.03,0.1,0.18,0.64,,
12/9/14,0.05,0.04,0.11,0.23,0.64,,
12/10/14,0.05,0.03,0.1,0.21,0.59,,
12/11/14,0.02,0.03,0.09,0.21,0.62,,
12/12/14,0.02,0.02,0.09,0.19,0.56,,
12/15/14,0.02,0.04,0.11,0.22,0.6,,
12/16/14,0.03,0.03,0.11,0.21,0.58,,
12/17/14,0.03,0.03,0.11,0.23,0.62,,
12/18/14,0.04,0.04,0.12,0.25,0.67,,
12/19/14,0.01,0.04,0.11,0.26,0.67,,
12/22/14,0.01,0.05,0.16,0.28,0.71,,
12/23/14,0.02,0.03,0.14,0.26,0.73,,
12/24/14,0.01,0.01,0.14,0.26,0.73,,
12/25/14,.,.,.,.,.,,
12/26/14,0.01,0.01,0.1,0.26,0.73,,
12/29/14,0.01,0.03,0.12,0.25,0.72,,
12/30/14,0.03,0.03,0.12,0.23,0.69,,
12/31/14,0.03,0.04,0.12,0.25,0.67,,
